InventoryID,SnapshotDateKey,WarehouseID,ProductID,OpeningStock,ReceivedStock,SoldStock,DamagedStock,ClosingStock,ReorderLevel,StockStatus
INV00003382,20260625,W000018,P000044,1195,216,690,1,720,250,Healthy
INV00003383,20260625,W000018,P000043,1067,154,855,4,362,250,Medium Stock
INV00003384,20260625,W000018,P000048,977,288,699,10,556,250,Healthy
INV00003385,20260625,W000018,P000047,1130,296,427,10,989,250,Healthy
INV00003386,20260625,W000018,P000046,1004,128,364,6,762,250,Healthy
INV00003387,20260625,W000018,P000051,1367,102,601,4,864,250,Healthy
INV00003388,20260625,W000018,P000050,887,152,787,10,242,250,Low Stock
INV00003389,20260625,W000018,P000049,1272,279,497,6,1048,250,Healthy
INV00003390,20260625,W000018,P000054,1247,49,400,8,888,250,Healthy
INV00003391,20260625,W000018,P000053,1252,355,641,8,958,250,Healthy
INV00003392,20260625,W000018,P000052,1166,239,643,6,756,250,Healthy
INV00003393,20260625,W000018,P000089,1277,215,718,7,767,250,Healthy
INV00003394,20260625,W000018,P000090,828,233,784,0,277,250,Medium Stock
INV00003395,20260625,W000018,P000091,1231,45,398,9,869,250,Healthy
INV00003396,20260625,W000018,P000092,1109,124,840,8,385,250,Medium Stock
INV00003397,20260625,W000018,P000085,1182,65,884,8,355,250,Medium Stock
INV00003398,20260625,W000018,P000086,1379,150,359,6,1164,250,Healthy
INV00003399,20260625,W000018,P000087,928,206,232,7,895,250,Healthy
INV00003400,20260625,W000018,P000088,1330,235,1172,0,393,250,Medium Stock
INV00003401,20260625,W000018,P000093,886,28,458,10,446,250,Medium Stock
INV00003402,20260625,W000018,P000094,909,170,823,1,255,250,Medium Stock
INV00003403,20260625,W000018,P000010,1097,289,770,5,611,250,Healthy
INV00003404,20260625,W000018,P000011,862,62,707,0,217,250,Low Stock
INV00003405,20260625,W000018,P000012,1009,264,401,8,864,250,Healthy
INV00003406,20260625,W000018,P000013,1307,69,503,10,863,250,Healthy
INV00003407,20260625,W000018,P000014,1455,436,694,4,1193,250,Healthy
INV00003408,20260625,W000018,P000015,1443,159,1056,0,546,250,Healthy
INV00003409,20260625,W000018,P000016,1296,319,1027,3,585,250,Healthy
INV00003410,20260625,W000018,P000017,917,34,190,2,759,250,Healthy
INV00003411,20260625,W000018,P000018,1418,61,827,1,651,250,Healthy
INV00003412,20260625,W000018,P000022,1053,104,337,7,813,250,Healthy
INV00003413,20260625,W000018,P000023,825,213,724,7,307,250,Medium Stock
INV00003414,20260625,W000018,P000024,1200,28,369,4,855,250,Healthy
INV00003415,20260625,W000018,P000019,1214,247,480,3,978,250,Healthy
INV00003416,20260625,W000018,P000020,1359,133,1139,9,344,250,Medium Stock
INV00003417,20260625,W000018,P000021,1497,224,596,6,1119,250,Healthy
INV00003418,20260625,W000018,P000028,949,11,381,2,577,250,Healthy
INV00003419,20260625,W000018,P000029,1473,123,493,8,1095,250,Healthy
INV00003420,20260625,W000018,P000030,1359,102,779,7,675,250,Healthy
INV00003421,20260625,W000018,P000025,1096,148,931,1,312,250,Medium Stock
INV00003422,20260625,W000018,P000026,1402,252,706,10,938,250,Healthy
INV00003423,20260625,W000018,P000027,1081,200,651,1,629,250,Healthy
INV00003424,20260625,W000018,P000034,1275,213,1130,6,352,250,Medium Stock
INV00003425,20260625,W000018,P000035,951,14,483,7,475,250,Medium Stock
INV00003426,20260625,W000018,P000036,923,199,235,9,878,250,Healthy
INV00003427,20260625,W000018,P000031,1110,17,885,10,232,250,Low Stock
INV00003428,20260625,W000018,P000032,1472,317,1267,0,522,250,Healthy
INV00003429,20260625,W000018,P000033,1163,71,725,7,502,250,Healthy
INV00003430,20260625,W000018,P000007,1083,4,379,5,703,250,Healthy
INV00003431,20260625,W000018,P000008,1312,257,528,5,1036,250,Healthy
INV00003432,20260625,W000018,P000009,1337,199,832,1,703,250,Healthy
INV00003433,20260625,W000018,P000001,978,77,571,10,474,250,Medium Stock
INV00003434,20260625,W000018,P000002,1376,173,779,2,768,250,Healthy
INV00003435,20260625,W000018,P000003,1085,155,651,1,588,250,Healthy
INV00003436,20260625,W000018,P000004,1460,247,1112,7,588,250,Healthy
INV00003437,20260625,W000018,P000005,1420,337,720,9,1028,250,Healthy
INV00003438,20260625,W000018,P000006,1319,337,869,4,783,250,Healthy
INV00003439,20260625,W000018,P000109,932,165,821,9,267,250,Medium Stock
INV00003440,20260625,W000018,P000108,1156,299,923,6,526,250,Healthy
INV00003441,20260625,W000018,P000107,869,23,208,2,682,250,Healthy
INV00003442,20260625,W000018,P000110,1037,49,325,7,754,250,Healthy
INV00003443,20260625,W000018,P000105,1495,243,1009,3,726,250,Healthy
INV00003444,20260625,W000018,P000104,1042,53,397,6,692,250,Healthy
INV00003445,20260625,W000018,P000103,1230,32,315,9,938,250,Healthy
INV00003446,20260625,W000018,P000106,1056,58,260,1,853,250,Healthy
INV00003447,20260625,W000018,P000097,1252,191,909,10,524,250,Healthy
INV00003448,20260625,W000018,P000096,830,236,391,5,670,250,Healthy
INV00003449,20260625,W000018,P000095,910,230,614,2,524,250,Healthy
INV00003450,20260625,W000018,P000098,1452,293,758,3,984,250,Healthy
INV00003451,20260625,W000018,P000101,1058,251,709,10,590,250,Healthy
INV00003452,20260625,W000018,P000100,1092,115,447,2,758,250,Healthy
INV00003453,20260625,W000018,P000099,1244,270,1130,3,381,250,Medium Stock
INV00003454,20260625,W000018,P000102,888,12,278,3,619,250,Healthy
INV00003455,20260625,W000018,P000117,834,207,351,0,690,250,Healthy
INV00003456,20260625,W000018,P000116,1168,208,856,8,512,250,Healthy
INV00003457,20260625,W000018,P000115,873,174,398,10,639,250,Healthy
INV00003458,20260625,W000018,P000118,1457,270,1361,3,363,250,Medium Stock
INV00003459,20260625,W000018,P000113,1012,292,745,8,551,250,Healthy
INV00003460,20260625,W000018,P000112,1160,182,901,8,433,250,Medium Stock
INV00003461,20260625,W000018,P000111,941,34,644,6,325,250,Medium Stock
INV00003462,20260625,W000018,P000114,1440,192,1220,1,411,250,Medium Stock
INV00003463,20260625,W000018,P000158,1382,40,414,8,1000,250,Healthy
INV00003464,20260625,W000018,P000155,1105,51,351,7,798,250,Healthy
INV00003465,20260625,W000018,P000156,1036,26,827,8,227,250,Low Stock
INV00003466,20260625,W000018,P000157,1138,11,458,4,687,250,Healthy
INV00003467,20260625,W000018,P000154,1057,199,971,5,280,250,Medium Stock
INV00003468,20260625,W000018,P000151,869,80,483,1,465,250,Medium Stock
INV00003469,20260625,W000018,P000152,1347,294,575,8,1058,250,Healthy
INV00003470,20260625,W000018,P000153,1425,256,655,6,1020,250,Healthy
INV00003471,20260625,W000018,P000174,1433,29,851,1,610,250,Healthy
INV00003472,20260625,W000018,P000171,1396,241,1286,4,347,250,Medium Stock
INV00003473,20260625,W000018,P000172,1468,15,329,5,1149,250,Healthy
INV00003474,20260625,W000018,P000173,1231,133,477,5,882,250,Healthy
INV00003475,20260625,W000018,P000170,860,71,395,8,528,250,Healthy
INV00003476,20260625,W000018,P000167,1137,339,358,3,1115,250,Healthy
INV00003477,20260625,W000018,P000168,1305,37,845,9,488,250,Medium Stock
INV00003478,20260625,W000018,P000169,836,88,256,6,662,250,Healthy
INV00003479,20260625,W000018,P000146,1412,378,523,8,1259,250,Healthy
INV00003480,20260625,W000018,P000143,1290,66,548,0,808,250,Healthy
INV00003481,20260625,W000018,P000144,906,18,692,8,224,250,Low Stock
INV00003482,20260625,W000018,P000145,1030,179,682,7,520,250,Healthy
INV00003483,20260625,W000018,P000150,1110,116,266,0,960,250,Healthy
INV00003484,20260625,W000018,P000147,826,198,404,8,612,250,Healthy
INV00003485,20260625,W000018,P000148,1422,194,1021,10,585,250,Healthy
INV00003486,20260625,W000018,P000149,818,141,684,0,275,250,Medium Stock
INV00003487,20260625,W000018,P000166,1196,193,989,2,398,250,Medium Stock
INV00003488,20260625,W000018,P000163,1240,359,756,8,835,250,Healthy
INV00003489,20260625,W000018,P000164,941,59,648,1,351,250,Medium Stock
INV00003490,20260625,W000018,P000165,1430,188,683,3,932,250,Healthy
INV00003491,20260625,W000018,P000162,1151,223,333,3,1038,250,Healthy
INV00003492,20260625,W000018,P000159,1037,47,818,0,266,250,Medium Stock
INV00003493,20260625,W000018,P000160,1032,211,797,9,437,250,Medium Stock
INV00003494,20260625,W000018,P000161,846,253,234,3,862,250,Healthy
INV00003495,20260625,W000018,P000121,858,39,237,2,658,250,Healthy
INV00003496,20260625,W000018,P000120,1249,92,557,0,784,250,Healthy
INV00003497,20260625,W000018,P000119,1121,179,876,10,414,250,Medium Stock
INV00003498,20260625,W000018,P000122,1050,149,371,9,819,250,Healthy
INV00003499,20260625,W000018,P000125,1207,245,963,1,488,250,Medium Stock
INV00003500,20260625,W000018,P000124,1472,39,380,4,1127,250,Healthy
INV00003501,20260625,W000018,P000123,1356,105,798,5,658,250,Healthy
INV00003502,20260625,W000018,P000126,1025,227,980,4,268,250,Medium Stock
INV00003503,20260625,W000018,P000137,1175,282,590,10,857,250,Healthy
INV00003504,20260625,W000018,P000136,1050,269,536,5,778,250,Healthy
INV00003505,20260625,W000018,P000135,1354,257,428,0,1183,250,Healthy
INV00003506,20260625,W000018,P000138,1154,210,994,9,361,250,Medium Stock
INV00003507,20260625,W000018,P000141,1297,143,368,3,1069,250,Healthy
INV00003508,20260625,W000018,P000140,940,266,477,4,725,250,Healthy
INV00003509,20260625,W000018,P000139,1366,107,419,5,1049,250,Healthy
INV00003510,20260625,W000018,P000142,945,18,432,7,524,250,Healthy
INV00003511,20260625,W000018,P000133,1465,391,1300,1,555,250,Healthy
INV00003512,20260625,W000018,P000132,821,127,223,4,721,250,Healthy
INV00003513,20260625,W000018,P000131,1084,301,670,4,711,250,Healthy
INV00003514,20260625,W000018,P000134,886,30,468,9,439,250,Medium Stock
INV00003515,20260625,W000018,P000129,1193,253,308,6,1132,250,Healthy
INV00003516,20260625,W000018,P000128,1193,227,329,3,1088,250,Healthy
INV00003517,20260625,W000018,P000127,1010,194,428,10,766,250,Healthy
INV00003518,20260625,W000018,P000130,1241,272,355,10,1148,250,Healthy
INV00003519,20260625,W000018,P000181,1112,16,779,5,344,250,Medium Stock
INV00003520,20260625,W000018,P000182,826,232,834,5,219,250,Low Stock
INV00003521,20260625,W000018,P000183,1068,302,495,0,875,250,Healthy
INV00003522,20260625,W000018,P000184,1149,318,737,6,724,250,Healthy
INV00003523,20260625,W000018,P000185,858,55,579,10,324,250,Medium Stock
INV00003524,20260625,W000018,P000186,1094,273,747,6,614,250,Healthy
INV00003525,20260625,W000018,P000178,1386,368,882,2,870,250,Healthy
INV00003526,20260625,W000018,P000179,1190,239,1048,3,378,250,Medium Stock
INV00003527,20260625,W000018,P000180,935,7,475,10,457,250,Medium Stock
INV00003528,20260625,W000018,P000175,1080,43,479,8,636,250,Healthy
INV00003529,20260625,W000018,P000176,1102,172,838,6,430,250,Medium Stock
INV00003530,20260625,W000018,P000177,839,157,479,5,512,250,Healthy
INV00003531,20260625,W000018,P000187,1075,128,908,9,286,250,Medium Stock
INV00003532,20260625,W000018,P000189,812,31,325,9,509,250,Healthy
INV00003533,20260625,W000018,P000188,1476,164,1184,4,452,250,Medium Stock
INV00003534,20260625,W000018,P000195,983,227,715,0,495,250,Medium Stock
INV00003535,20260625,W000018,P000194,1250,4,727,0,527,250,Healthy
INV00003536,20260625,W000018,P000193,1167,245,935,8,469,250,Medium Stock
INV00003537,20260625,W000018,P000192,1023,209,305,9,918,250,Healthy
INV00003538,20260625,W000018,P000191,881,141,768,5,249,250,Low Stock
INV00003539,20260625,W000018,P000190,865,225,402,4,684,250,Healthy
INV00003540,20260625,W000019,P000276,1082,132,748,2,464,250,Medium Stock
INV00003541,20260625,W000019,P000275,1032,89,374,9,738,250,Healthy
INV00003542,20260625,W000019,P000278,1471,25,537,1,958,250,Healthy
INV00003543,20260625,W000019,P000277,1470,19,485,10,994,250,Healthy
INV00003544,20260625,W000019,P000272,1318,225,901,5,637,250,Healthy
INV00003545,20260625,W000019,P000271,842,141,429,0,554,250,Healthy
INV00003546,20260625,W000019,P000274,1065,131,255,10,931,250,Healthy
INV00003547,20260625,W000019,P000273,1161,276,1022,0,415,250,Medium Stock
INV00003548,20260625,W000019,P000070,1414,120,664,1,869,250,Healthy
INV00003549,20260625,W000019,P000071,879,259,681,1,456,250,Medium Stock
INV00003550,20260625,W000019,P000072,1323,39,514,3,845,250,Healthy
INV00003551,20260625,W000019,P000067,1133,292,665,10,750,250,Healthy
INV00003552,20260625,W000019,P000068,1225,36,909,6,346,250,Medium Stock
INV00003553,20260625,W000019,P000069,1089,73,257,5,900,250,Healthy
INV00003554,20260625,W000019,P000079,1421,403,1101,5,718,250,Healthy
INV00003555,20260625,W000019,P000080,1217,333,693,7,850,250,Healthy
INV00003556,20260625,W000019,P000081,1101,318,314,2,1103,250,Healthy
INV00003557,20260625,W000019,P000082,1177,22,536,2,661,250,Healthy
INV00003558,20260625,W000019,P000083,1405,13,391,9,1018,250,Healthy
INV00003559,20260625,W000019,P000084,1016,160,758,8,410,250,Medium Stock
INV00003560,20260625,W000019,P000076,1395,364,1055,3,701,250,Healthy
INV00003561,20260625,W000019,P000077,1187,298,330,10,1145,250,Healthy
INV00003562,20260625,W000019,P000078,953,195,893,1,254,250,Medium Stock
INV00003563,20260625,W000019,P000073,879,114,776,8,209,250,Low Stock
INV00003564,20260625,W000019,P000074,1388,322,1198,8,504,250,Healthy
INV00003565,20260625,W000019,P000075,924,270,290,9,895,250,Healthy
INV00003566,20260625,W000019,P000063,1283,337,861,8,751,250,Healthy
INV00003567,20260625,W000019,P000062,1251,162,557,3,853,250,Healthy
INV00003568,20260625,W000019,P000061,1389,150,556,5,978,250,Healthy
INV00003569,20260625,W000019,P000066,1048,185,482,7,744,250,Healthy
INV00003570,20260625,W000019,P000065,1122,59,482,7,692,250,Healthy
INV00003571,20260625,W000019,P000064,1219,185,361,5,1038,250,Healthy
INV00003572,20260625,W000019,P000060,1373,258,404,5,1222,250,Healthy
INV00003573,20260625,W000019,P000059,1469,247,814,7,895,250,Healthy
INV00003574,20260625,W000019,P000058,1228,117,852,2,491,250,Medium Stock
INV00003575,20260625,W000019,P000057,1350,125,1090,6,379,250,Medium Stock
INV00003576,20260625,W000019,P000056,1490,299,639,9,1141,250,Healthy
INV00003577,20260625,W000019,P000055,1066,146,591,5,616,250,Healthy
INV00003578,20260625,W000019,P000039,920,41,610,6,345,250,Medium Stock
INV00003579,20260625,W000019,P000038,1317,75,867,7,518,250,Healthy
INV00003580,20260625,W000019,P000037,1447,395,773,2,1067,250,Healthy
INV00003581,20260625,W000019,P000042,1264,7,424,1,846,250,Healthy
INV00003582,20260625,W000019,P000041,1228,134,1055,8,299,250,Medium Stock
INV00003583,20260625,W000019,P000040,1281,380,435,2,1224,250,Healthy
INV00003584,20260625,W000019,P000045,834,213,650,0,397,250,Medium Stock
INV00003585,20260625,W000019,P000044,970,37,336,8,663,250,Healthy
INV00003586,20260625,W000019,P000043,1342,198,740,5,795,250,Healthy
INV00003587,20260625,W000019,P000048,930,205,797,3,335,250,Medium Stock
INV00003588,20260625,W000019,P000047,1100,60,576,5,579,250,Healthy
INV00003589,20260625,W000019,P000046,1405,311,563,0,1153,250,Healthy
INV00003590,20260625,W000019,P000051,875,181,670,6,380,250,Medium Stock
INV00003591,20260625,W000019,P000050,1445,230,1093,6,576,250,Healthy
INV00003592,20260625,W000019,P000049,1096,244,984,2,354,250,Medium Stock
INV00003593,20260625,W000019,P000054,987,260,334,2,911,250,Healthy
INV00003594,20260625,W000019,P000053,807,151,569,10,379,250,Medium Stock
INV00003595,20260625,W000019,P000052,1464,232,727,5,964,250,Healthy
INV00003596,20260625,W000019,P000089,1249,90,787,9,543,250,Healthy
INV00003597,20260625,W000019,P000090,1086,49,464,4,667,250,Healthy
INV00003598,20260625,W000019,P000091,1305,174,344,9,1126,250,Healthy
INV00003599,20260625,W000019,P000092,1330,268,912,8,678,250,Healthy
INV00003600,20260625,W000019,P000085,1236,146,606,6,770,250,Healthy
INV00003601,20260625,W000019,P000086,1126,91,389,0,828,250,Healthy
INV00003602,20260625,W000019,P000087,1015,220,778,4,453,250,Medium Stock
INV00003603,20260625,W000019,P000088,1388,315,661,1,1041,250,Healthy
INV00003604,20260625,W000019,P000093,1155,145,429,1,870,250,Healthy
INV00003605,20260625,W000019,P000094,1094,140,744,7,483,250,Medium Stock
INV00003606,20260625,W000019,P000010,1029,86,518,4,593,250,Healthy
INV00003607,20260625,W000019,P000011,1420,385,578,3,1224,250,Healthy
INV00003608,20260625,W000019,P000012,1482,142,468,1,1155,250,Healthy
INV00003609,20260625,W000019,P000013,1011,282,778,2,513,250,Healthy
INV00003610,20260625,W000019,P000014,828,153,236,8,737,250,Healthy
INV00003611,20260625,W000019,P000015,1350,99,295,7,1147,250,Healthy
INV00003612,20260625,W000019,P000016,826,94,392,4,524,250,Healthy
INV00003613,20260625,W000019,P000017,1384,218,1069,7,526,250,Healthy
INV00003614,20260625,W000019,P000018,1333,64,743,4,650,250,Healthy
INV00003615,20260625,W000019,P000022,912,61,649,6,318,250,Medium Stock
INV00003616,20260625,W000019,P000023,1305,134,375,2,1062,250,Healthy
INV00003617,20260625,W000019,P000024,1085,59,590,1,553,250,Healthy
INV00003618,20260625,W000019,P000019,1027,38,547,2,516,250,Healthy
INV00003619,20260625,W000019,P000020,1319,171,580,7,903,250,Healthy
INV00003620,20260625,W000019,P000021,1445,376,1414,10,397,250,Medium Stock
INV00003621,20260625,W000019,P000028,875,161,246,6,784,250,Healthy
INV00003622,20260625,W000019,P000029,902,266,558,3,607,250,Healthy
INV00003623,20260625,W000019,P000030,1371,338,413,10,1286,250,Healthy
INV00003624,20260625,W000019,P000025,1442,4,540,2,904,250,Healthy
INV00003625,20260625,W000019,P000026,1400,192,1211,3,378,250,Medium Stock
INV00003626,20260625,W000019,P000027,1489,100,588,7,994,250,Healthy
INV00003627,20260625,W000019,P000034,955,248,431,7,765,250,Healthy
INV00003628,20260625,W000019,P000035,1089,67,434,10,712,250,Healthy
INV00003629,20260625,W000019,P000036,890,264,449,0,705,250,Healthy
INV00003630,20260625,W000019,P000031,1244,34,757,8,513,250,Healthy
INV00003631,20260625,W000019,P000032,1425,106,1033,2,496,250,Medium Stock
INV00003632,20260625,W000019,P000033,839,107,458,9,479,250,Medium Stock
INV00003633,20260625,W000019,P000007,1189,323,899,3,610,250,Healthy
INV00003634,20260625,W000019,P000008,1453,178,821,8,802,250,Healthy
INV00003635,20260625,W000019,P000009,1472,92,1210,4,350,250,Medium Stock
INV00003636,20260625,W000019,P000001,1037,149,921,7,258,250,Medium Stock
INV00003637,20260625,W000019,P000002,1301,322,725,9,889,250,Healthy
INV00003638,20260625,W000019,P000003,1165,278,780,4,659,250,Healthy
INV00003639,20260625,W000019,P000004,898,112,317,4,689,250,Healthy
INV00003640,20260625,W000019,P000005,1229,228,624,3,830,250,Healthy
INV00003641,20260625,W000019,P000006,1478,217,457,2,1236,250,Healthy
INV00003642,20260625,W000019,P000109,1275,163,963,1,474,250,Medium Stock
INV00003643,20260625,W000019,P000108,1155,203,992,2,364,250,Medium Stock
INV00003644,20260625,W000019,P000107,1295,250,924,6,615,250,Healthy
INV00003645,20260625,W000019,P000110,1040,14,507,4,543,250,Healthy
INV00003646,20260625,W000019,P000105,1319,110,1086,6,337,250,Medium Stock
INV00003647,20260625,W000019,P000104,862,165,472,10,545,250,Healthy
INV00003648,20260625,W000019,P000103,1125,210,667,7,661,250,Healthy
INV00003649,20260625,W000019,P000106,1235,204,553,0,886,250,Healthy
INV00003650,20260625,W000019,P000097,1074,248,1009,3,310,250,Medium Stock
INV00003651,20260625,W000019,P000096,1147,325,1132,0,340,250,Medium Stock
INV00003652,20260625,W000019,P000095,1115,229,687,3,654,250,Healthy
INV00003653,20260625,W000019,P000098,1386,85,842,3,626,250,Healthy
INV00003654,20260625,W000019,P000101,1440,56,927,9,560,250,Healthy
INV00003655,20260625,W000019,P000100,1137,66,859,8,336,250,Medium Stock
INV00003656,20260625,W000019,P000099,820,243,233,6,824,250,Healthy
INV00003657,20260625,W000019,P000102,892,170,573,8,481,250,Medium Stock
INV00003658,20260625,W000019,P000117,864,25,708,3,178,250,Low Stock
INV00003659,20260625,W000019,P000116,1170,274,491,2,951,250,Healthy
INV00003660,20260625,W000019,P000115,1348,202,1190,3,357,250,Medium Stock
INV00003661,20260625,W000019,P000118,1097,82,617,5,557,250,Healthy
INV00003662,20260625,W000019,P000113,1223,110,832,3,498,250,Medium Stock
INV00003663,20260625,W000019,P000112,813,9,596,0,226,250,Low Stock
INV00003664,20260625,W000019,P000111,1339,52,791,6,594,250,Healthy
INV00003665,20260625,W000019,P000114,1296,21,423,4,890,250,Healthy
INV00003666,20260625,W000019,P000158,1108,12,459,10,651,250,Healthy
INV00003667,20260625,W000019,P000155,1053,17,492,1,577,250,Healthy
INV00003668,20260625,W000019,P000156,1186,335,714,2,805,250,Healthy
INV00003669,20260625,W000019,P000157,1076,43,301,1,817,250,Healthy
INV00003670,20260625,W000019,P000154,1316,369,1057,6,622,250,Healthy
INV00003671,20260625,W000019,P000151,820,3,544,8,271,250,Medium Stock
INV00003672,20260625,W000019,P000152,1419,77,396,9,1091,250,Healthy
INV00003673,20260625,W000019,P000153,1200,99,879,4,416,250,Medium Stock
INV00003674,20260625,W000019,P000174,1131,217,793,0,555,250,Healthy
INV00003675,20260625,W000019,P000171,1109,140,718,3,528,250,Healthy
INV00003676,20260625,W000019,P000172,902,135,797,7,233,250,Low Stock
INV00003677,20260625,W000019,P000173,1185,149,705,1,628,250,Healthy
INV00003678,20260625,W000019,P000170,1027,208,821,4,410,250,Medium Stock
INV00003679,20260625,W000019,P000167,1294,145,1006,8,425,250,Medium Stock
INV00003680,20260625,W000019,P000168,1318,125,679,0,764,250,Healthy
INV00003681,20260625,W000019,P000169,1308,372,739,5,936,250,Healthy
INV00003682,20260625,W000019,P000146,1359,365,565,7,1152,250,Healthy
INV00003683,20260625,W000019,P000143,1029,295,289,6,1029,250,Healthy
INV00003684,20260625,W000019,P000144,1037,228,631,7,627,250,Healthy
INV00003685,20260625,W000019,P000145,1376,55,944,4,483,250,Medium Stock
INV00003686,20260625,W000019,P000150,1140,73,887,1,325,250,Medium Stock
INV00003687,20260625,W000019,P000147,897,86,408,7,568,250,Healthy
INV00003688,20260625,W000019,P000148,1407,127,391,2,1141,250,Healthy
INV00003689,20260625,W000019,P000149,1212,315,1163,7,357,250,Medium Stock
INV00003690,20260625,W000019,P000166,1335,370,817,0,888,250,Healthy
INV00003691,20260625,W000019,P000163,1305,129,707,4,723,250,Healthy
INV00003692,20260625,W000019,P000164,1145,77,281,5,936,250,Healthy
INV00003693,20260625,W000019,P000165,1378,306,752,0,932,250,Healthy
INV00003694,20260625,W000019,P000162,1074,107,811,7,363,250,Medium Stock
INV00003695,20260625,W000019,P000159,1358,255,642,10,961,250,Healthy
INV00003696,20260625,W000019,P000160,1041,164,713,7,485,250,Medium Stock
INV00003697,20260625,W000019,P000161,1326,284,1201,1,408,250,Medium Stock
INV00003698,20260625,W000019,P000121,907,217,303,6,815,250,Healthy
INV00003699,20260625,W000019,P000120,930,6,352,8,576,250,Healthy
INV00003700,20260625,W000019,P000119,924,85,403,7,599,250,Healthy
INV00003701,20260625,W000019,P000122,916,19,621,7,307,250,Medium Stock
INV00003702,20260625,W000019,P000125,974,268,746,2,494,250,Medium Stock
INV00003703,20260625,W000019,P000124,1360,214,722,0,852,250,Healthy
INV00003704,20260625,W000019,P000123,1103,60,677,4,482,250,Medium Stock
INV00003705,20260625,W000019,P000126,1492,138,861,5,764,250,Healthy
INV00003706,20260625,W000019,P000137,1429,190,900,10,709,250,Healthy
INV00003707,20260625,W000019,P000136,969,72,505,8,528,250,Healthy
INV00003708,20260625,W000019,P000135,1009,190,770,9,420,250,Medium Stock
INV00003709,20260625,W000019,P000138,1057,241,732,3,563,250,Healthy
INV00003710,20260625,W000019,P000141,1138,69,409,8,790,250,Healthy
INV00003711,20260625,W000019,P000140,1285,5,583,6,701,250,Healthy
INV00003712,20260625,W000019,P000139,983,76,692,1,366,250,Medium Stock
INV00003713,20260625,W000019,P000142,805,79,368,3,513,250,Healthy
INV00003714,20260625,W000019,P000133,896,234,564,1,565,250,Healthy
INV00003715,20260625,W000019,P000132,862,239,828,2,271,250,Medium Stock
INV00003716,20260625,W000019,P000131,868,179,781,3,263,250,Medium Stock
INV00003717,20260625,W000019,P000134,1153,321,308,3,1163,250,Healthy
INV00003718,20260625,W000019,P000129,1081,145,681,9,536,250,Healthy
INV00003719,20260625,W000019,P000128,1113,188,899,6,396,250,Medium Stock
INV00003720,20260625,W000019,P000127,1060,287,823,10,514,250,Healthy
INV00003721,20260625,W000019,P000130,1475,103,394,9,1175,250,Healthy
INV00003722,20260625,W000019,P000227,956,52,422,4,582,250,Healthy
INV00003723,20260625,W000019,P000228,982,134,800,1,315,250,Medium Stock
INV00003724,20260625,W000019,P000226,929,267,840,10,346,250,Medium Stock
INV00003725,20260625,W000019,P000224,1192,169,861,9,491,250,Medium Stock
INV00003726,20260625,W000019,P000225,1419,141,1138,9,413,250,Medium Stock
INV00003727,20260625,W000019,P000223,1484,242,773,2,951,250,Healthy
INV00003728,20260625,W000019,P000217,802,200,437,3,562,250,Healthy
INV00003729,20260625,W000019,P000218,893,75,339,2,627,250,Healthy
INV00003730,20260625,W000019,P000219,1286,0,588,1,697,250,Healthy
INV00003731,20260625,W000019,P000220,853,70,707,7,209,250,Low Stock
INV00003732,20260625,W000019,P000221,1235,340,798,5,772,250,Healthy
INV00003733,20260625,W000019,P000222,1109,256,1051,1,313,250,Medium Stock
INV00003734,20260625,W000019,P000211,1046,286,668,6,658,250,Healthy
INV00003735,20260625,W000019,P000212,1194,242,650,4,782,250,Healthy
INV00003736,20260625,W000019,P000213,1334,162,842,1,653,250,Healthy
INV00003737,20260625,W000019,P000214,1419,109,475,10,1043,250,Healthy
INV00003738,20260625,W000019,P000215,1084,73,678,8,471,250,Medium Stock
INV00003739,20260625,W000019,P000216,1252,250,1011,4,487,250,Medium Stock
INV00003740,20260625,W000019,P000198,923,222,896,5,244,250,Low Stock
INV00003741,20260625,W000019,P000196,982,12,572,7,415,250,Medium Stock
INV00003742,20260625,W000019,P000197,1486,177,1077,6,580,250,Healthy
INV00003743,20260625,W000019,P000201,1018,286,455,6,843,250,Healthy
INV00003744,20260625,W000019,P000199,1183,91,1019,0,255,250,Medium Stock
INV00003745,20260625,W000019,P000200,1000,226,614,8,604,250,Healthy
INV00003746,20260625,W000019,P000204,999,2,800,4,197,250,Low Stock
INV00003747,20260625,W000019,P000202,1136,48,613,4,567,250,Healthy
INV00003748,20260625,W000019,P000203,1314,6,885,4,431,250,Medium Stock
INV00003749,20260625,W000019,P000207,834,165,480,10,509,250,Healthy
INV00003750,20260625,W000019,P000205,1290,203,342,4,1147,250,Healthy
INV00003751,20260625,W000019,P000206,1080,320,338,9,1053,250,Healthy
INV00003752,20260625,W000019,P000210,831,220,692,9,350,250,Medium Stock
INV00003753,20260625,W000019,P000208,1447,232,837,2,840,250,Healthy
INV00003754,20260625,W000019,P000209,1284,383,1228,10,429,250,Medium Stock
INV00003755,20260625,W000019,P000181,1358,53,321,5,1085,250,Healthy
INV00003756,20260625,W000019,P000182,829,156,353,2,630,250,Healthy
INV00003757,20260625,W000019,P000183,934,42,624,1,351,250,Medium Stock
INV00003758,20260625,W000019,P000184,857,227,279,5,800,250,Healthy
INV00003759,20260625,W000019,P000185,899,142,406,10,625,250,Healthy
INV00003760,20260625,W000019,P000186,1428,377,395,5,1405,250,Healthy
INV00003761,20260625,W000019,P000178,1488,434,1032,2,888,250,Healthy
